,../docs/aaac/problemA/Asample01.txt,Correct: AuthorA03
,../docs/aaac/problemA/Asample02.txt,Correct: AuthorA13
,../docs/aaac/problemA/Asample03.txt,Correct: AuthorA11
,../docs/aaac/problemA/Asample04.txt,Correct: AuthorA07
,../docs/aaac/problemA/Asample05.txt,Correct: AuthorA10
,../docs/aaac/problemA/Asample06.txt,Correct: AuthorA12
,../docs/aaac/problemA/Asample07.txt,Correct: AuthorA08
,../docs/aaac/problemA/Asample08.txt,Correct: AuthorA01
,../docs/aaac/problemA/Asample09.txt,Correct: AuthorA05
,../docs/aaac/problemA/Asample10.txt,Correct: AuthorA04
,../docs/aaac/problemA/Asample11.txt,Correct: AuthorA06
,../docs/aaac/problemA/Asample12.txt,Correct: AuthorA02
,../docs/aaac/problemA/Asample13.txt,Correct: AuthorA09
AuthorA01,../docs/aaac/problemA/Atrain01-1.txt,
AuthorA01,../docs/aaac/problemA/Atrain01-2.txt,
AuthorA01,../docs/aaac/problemA/Atrain01-3.txt,
AuthorA02,../docs/aaac/problemA/Atrain02-2.txt,
AuthorA02,../docs/aaac/problemA/Atrain02-3.txt,
AuthorA03,../docs/aaac/problemA/Atrain03-1.txt,
AuthorA03,../docs/aaac/problemA/Atrain03-2.txt,
AuthorA03,../docs/aaac/problemA/Atrain03-3.txt,
AuthorA04,../docs/aaac/problemA/Atrain04-1.txt,
AuthorA04,../docs/aaac/problemA/Atrain04-2.txt,
AuthorA04,../docs/aaac/problemA/Atrain04-3.txt,
AuthorA05,../docs/aaac/problemA/Atrain05-1.txt,
AuthorA05,../docs/aaac/problemA/Atrain05-2.txt,
AuthorA05,../docs/aaac/problemA/Atrain05-3.txt,
AuthorA06,../docs/aaac/problemA/Atrain06-1.txt,
AuthorA06,../docs/aaac/problemA/Atrain06-2.txt,
AuthorA06,../docs/aaac/problemA/Atrain06-3.txt,
AuthorA07,../docs/aaac/problemA/Atrain07-1.txt,
AuthorA07,../docs/aaac/problemA/Atrain07-2.txt,
AuthorA07,../docs/aaac/problemA/Atrain07-3.txt,
AuthorA08,../docs/aaac/problemA/Atrain08-1.txt,
AuthorA08,../docs/aaac/problemA/Atrain08-2.txt,
AuthorA08,../docs/aaac/problemA/Atrain08-3.txt,
AuthorA09,../docs/aaac/problemA/Atrain09-1.txt,
AuthorA09,../docs/aaac/problemA/Atrain09-2.txt,
AuthorA09,../docs/aaac/problemA/Atrain09-3.txt,
AuthorA10,../docs/aaac/problemA/Atrain10-1.txt,
AuthorA10,../docs/aaac/problemA/Atrain10-2.txt,
AuthorA10,../docs/aaac/problemA/Atrain10-3.txt,
AuthorA11,../docs/aaac/problemA/Atrain11-1.txt,
AuthorA11,../docs/aaac/problemA/Atrain11-2.txt,
AuthorA11,../docs/aaac/problemA/Atrain11-3.txt,
AuthorA12,../docs/aaac/problemA/Atrain12-1.txt,
AuthorA12,../docs/aaac/problemA/Atrain12-2.txt,
AuthorA12,../docs/aaac/problemA/Atrain12-3.txt,
AuthorA13,../docs/aaac/problemA/Atrain13-1.txt,
AuthorA13,../docs/aaac/problemA/Atrain13-2.txt,
AuthorA13,../docs/aaac/problemA/Atrain13-3.txt,
