,/aaac/problemE/Esample01.txt,Correct: Author03
,/aaac/problemE/Esample02.txt,Correct: Author01
,/aaac/problemE/Esample03.txt,Correct: NONE
,/aaac/problemE/Esample04.txt,Correct: Author02
Author01,/aaac/problemE/Etrain01-01.txt,
Author01,/aaac/problemE/Etrain01-02.txt,
Author01,/aaac/problemE/Etrain01-03.txt,
Author01,/aaac/problemE/Etrain01-04.txt,
Author01,/aaac/problemE/Etrain01-05.txt,
Author02,/aaac/problemE/Etrain02-01.txt,
Author02,/aaac/problemE/Etrain02-02.txt,
Author02,/aaac/problemE/Etrain02-03.txt,
Author03,/aaac/problemE/Etrain03-01.txt,
Author03,/aaac/problemE/Etrain03-02.txt,
Author03,/aaac/problemE/Etrain03-03.txt,
Author03,/aaac/problemE/Etrain03-04.txt,
